15;5066;2
15;5038;2
15;5013;2
15;5012;3
15;5011;2
15;5010;5
15;5006;4
15;5004;3
15;5003;4
15;4996;3
15;4995;2
15;4994;4
15;4993;4
15;4992;3
478;5052;2
478;5050;3
478;5040;1
478;5037;1
478;5029;2
478;5019;1
478;4990;2
328;5089;3
328;5085;5
328;5083;4
328;5082;2
328;5081;4
328;5080;3
328;5079;4
328;5078;3
328;5077;2
328;5075;5
328;5073;4
328;5072;3
328;5065;5
328;5064;3
328;5063;3
328;5062;3
328;5061;3
328;5060;3
328;5059;2
328;5058;2
328;5057;3
328;5056;4
328;5055;3
328;5049;4
328;5048;2
328;5047;5
328;5046;3
328;5045;4
328;5044;3
328;5043;5
328;5042;4
328;5041;4
328;5039;3
328;5038;3
328;5036;5
328;5035;5
328;5033;4
328;5032;4
328;5031;4
328;5030;4
328;5029;3
328;5027;5
328;5026;3
328;5024;3
328;5023;3
328;5022;3
328;5021;3
328;5020;3
328;5019;3
328;5018;3
328;5017;1
328;5016;2
328;5015;4
328;5014;3
328;5008;4
328;5007;3
328;5006;2
328;5001;2
328;5000;4
328;4999;4
328;4997;3
328;4990;2
328;4989;3
20;5088;4
20;5084;4
282;5052;4
282;5050;5
282;5040;5
282;5038;3
282;5037;5
282;4991;4
85;5034;4
85;5033;2
85;5011;3
85;5009;5
85;5006;4
85;5005;3
85;4995;5
85;4993;5
468;5076;5
468;5071;5
468;5070;4
468;5069;4
468;5068;3
468;5067;5
468;5054;4
468;5053;3
468;5052;5
468;5052;5
468;5051;5
468;5046;3
468;5033;4
468;5011;5
